T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
🔶,KoboldAI/OPT-2.7B-Nerys-v2,36.75,33.28,61.23,26.44,37.23,62.04,0.3,fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,False,other,2.7,6.0,True,91d7afd6dbf3bbd1e4ccc6b9a2618d632a8cbb92,False,False
💬,vihangd/dopeyshearedplats-1.3b-v1,36.74,34.39,64.31,25.4,38.21,57.38,0.76,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,llama2,1.3,0.0,True,45aa5d406bb6975deb801e5fffa27ca23e5724a5,False,False
🟢,facebook/opt-2.7b,36.74,33.96,61.43,25.43,37.43,61.96,0.23,pretrained,OPTForCausalLM,Original,float16,False,other,2.7,73.0,True,397f71a473a150c00f0fe3fc4a2f78ff3ccaf82d,False,False
💬,jan-hq/LlamaCorn-1.1B-Chat,36.73,33.79,59.24,29.01,36.86,61.48,0.0,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,2.0,True,c2b9512df2001f9ead2ebd3d0286cf47be73ad68,False,False
🔶,L-R/LLmRa-2.7B,36.72,37.03,60.65,25.58,35.23,61.56,0.3,fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,False,other,2.7,1.0,True,93201b7d778272fb3252481c1cbd56f726d43e6b,False,False
🟢,EleutherAI/pythia-2.8b-deduped,36.72,36.26,60.66,26.78,35.56,60.22,0.83,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,2.91,13.0,True,7d977fed8c4ce9649816af8cd5fe36a639cbe5b2,False,False
🔶,phanerozoic/Tiny-Pirate-1.1b-v0.1,36.72,36.95,60.17,24.22,35.84,61.4,1.74,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.1,0.0,True,64882fe6a44b724cc407bec17206b7d3f359089e,False,False
🔶,aisquared/chopt-2_7b,36.72,36.01,63.38,25.44,37.71,57.77,0.0,fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,False,other,7.0,0.0,True,45f57352c10a1fb1ec13c4bf387a15552ca1fe65,False,False
💬,maywell/TinyLlama-MoE-Chat-0.1,36.7,34.39,56.72,29.36,37.82,59.67,2.27,"chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,Original,bfloat16,False,apache-2.0,6.43,0.0,False,2ebc34217cafbff7812e85fd59c682550bbeb4f8,False,True
🟩,M4-ai/tau-0.5B,36.68,29.27,47.43,37.53,39.39,56.83,9.63,continuously pretrained,Qwen2ForCausalLM,Original,float16,False,other,0.5,15.0,True,dee82e4f55c393354b33ed3f1d448aa520ba8e26,False,False
🔶,Changgil/K2S3-SOLAR-11b-v1.0,36.67,33.7,51.39,30.05,45.99,57.54,1.36,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.92,0.0,True,3c5ff9c8a00dfb6cf8619ce08c2f06a22e650e0c,False,False
🤝,alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong_v2,36.67,34.9,63.11,26.75,37.33,57.14,0.76,base merges and moerges,LlamaForCausalLM,Original,bfloat16,False,mit,1.1,0.0,True,374cfd08ccc027f695f045cb4b31794e142769b0,False,True
🔶,M4-ai/tau-0.5B,36.65,29.01,47.45,37.44,39.39,56.83,9.78,fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,False,other,0.5,15.0,True,dee82e4f55c393354b33ed3f1d448aa520ba8e26,False,False
🔶,danielhanchen/open_llama_3b_600bt_preview,36.65,36.86,59.96,25.97,32.81,63.69,0.61,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,3.43,0.0,True,d8fddf7651dfcae5aefda59d9e868c9111d8bdb3,False,False
🔶,ajibawa-2023/Code-290k-6.7B-Instruct,36.64,34.9,51.99,34.89,41.95,52.64,3.49,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,other,6.74,5.0,True,4ef569814773fac1700bfb8c563118d497af7b76,False,False
💬,42dot/42dot_LLM-SFT-1.3B,36.61,36.09,58.96,25.51,39.98,58.41,0.68,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.44,31.0,True,7474cafe5dc60549c19f89f7c49392a8a32b9199,False,False
🤝,Chickaboo/ChickaQ,36.6,29.44,49.15,37.05,47.22,56.12,0.61,base merges and moerges,Qwen2ForCausalLM,Original,bfloat16,True,mit,0.62,1.0,True,2f6bc46231a35c15a0343ef9f09899381116091b,False,False
🤝,alnrg2arg/blockchainlabs_tinyllama_fusion_LHK_yunkong,36.6,34.73,60.41,24.96,37.45,59.91,2.12,base merges and moerges,LlamaForCausalLM,Original,bfloat16,False,mit,1.1,0.0,True,90efaf10c2374914063031791059afd1125f1293,False,True
🔶,abhinand/TinyLlama-1.1B-OpenHermes-2.5-Chat-v0.1-sft,36.59,33.79,58.72,24.52,36.22,60.93,5.38,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,f91c61253e1f80e7a04ee3a002ef6c7681379d42,False,False
💬,HuggingFaceTB/cosmo-1b,36.59,38.57,55.13,26.69,38.15,55.49,5.53,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,apache-2.0,1.74,107.0,True,ffb89c545ae24f7f164e121cf68723a18f5b28c9,False,False
🟢,sail/Sailor-1.8B,36.59,33.11,57.06,30.44,37.81,58.41,2.73,pretrained,Qwen2ForCausalLM,Original,float16,False,apache-2.0,1.84,6.0,True,c2d5776ce22949330793ddcc4f5b19f61f0dcf8d,False,False
💬,PSanni/Deer-3b,36.55,38.48,57.41,25.64,39.98,57.46,0.3,"chat models (RLHF, DPO, IFT, ...)",BloomForCausalLM,Original,float16,False,apache-2.0,3.0,2.0,True,53ea8f8862fc1820f0cd31f62953b7290fd79867,False,False
🤝,ToastyPigeon/smolphin-test-bottomheavy,36.54,32.68,59.17,25.84,38.49,61.8,1.29,base merges and moerges,LlamaForCausalLM,Original,float16,False,apache-2.0,1.54,0.0,True,c8226313c06f0d749be5a29db75a4e9467921d87,False,False
🔶,alexredna/Tukan-1.1B-Chat-reasoning-sft-COLA,36.53,34.13,59.78,24.86,38.25,60.77,1.36,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,fa129eb7563bc1f8234dc372d6255bec3c3b4143,False,False
💬,HuggingFaceTB/cosmo-1b,36.52,38.57,55.08,26.5,38.26,55.33,5.38,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.74,107.0,True,ffb89c545ae24f7f164e121cf68723a18f5b28c9,False,False
🔶,phanerozoic/Tiny-Knight-1.1b-v0.1,36.49,35.58,59.12,24.67,37.85,59.19,2.5,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.1,0.0,True,c083528250610f304d1a13f2641eedd1e2c9b9c3,False,False
🔶,gmonsoon/TinyWombat-1.8b-Chat-v.1,36.48,32.94,58.88,25.12,39.74,60.22,1.97,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.89,0.0,False,149003fdf86efe3d8d28145ef31f2baeb01b019a,False,False
💬,invalid-coder/TinyLlama-1.1B-intermediate-step-1431k-3T-laser-dpo,36.46,33.02,60.0,26.88,38.08,59.59,1.21,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,5781cace9e0c56c090f981375000d5f33512acaa,False,False
🔶,BEE-spoke-data/TinyLlama-3T-1.1bee,36.46,33.79,60.29,25.86,38.13,60.22,0.45,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,2.0,True,eca8e79df61b9872b84df24f61f0d8f0573d383e,False,False
🔶,Abhaykoul/Qwen1.5-0.5B-vortex-v2,36.45,30.63,45.54,36.29,44.29,56.04,5.91,fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,bfloat16,False,other,0.46,0.0,False,029222d7fbad83a11b2b721aae4dbed6c8f848d7,False,False
🤝,ToastyPigeon/smolphin-test-stack-sorted,36.42,32.34,59.07,26.44,37.48,61.25,1.97,base merges and moerges,LlamaForCausalLM,Original,float16,False,apache-2.0,1.54,0.0,True,41c13b6301a2e03272c5a2ebaa57a0a4d048d1cd,False,False
💬,codellama/CodeLlama-7b-Python-hf,36.42,29.27,50.12,28.37,41.61,64.01,5.16,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,llama2,6.74,120.0,True,ec4dd26f30674fdee00ef161b55f464ce28f9c20,False,False
🟢,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,36.42,33.87,60.31,26.04,37.32,59.51,1.44,pretrained,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,130.0,True,df4c1907f152969ce2850c097e414d79c3a1665a,False,False
🤝,ozayezerceli/TinyLlamax2-1.1b,36.42,33.87,60.31,26.04,37.32,59.51,1.44,base merges and moerges,LlamaForCausalLM,Original,float16,True,apache-2.0,1.1,0.0,True,89e5c84a590d840c41ba0ac2147cd6aa517f5320,False,False
🔶,h4rz3rk4s3/TinyNewsLlama-1.1B,36.41,32.94,59.43,25.18,40.95,59.75,0.23,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,a4e7c60302a70746c6bfc4a79d85f040c27c675d,False,False
🤝,ToastyPigeon/SmolPlatypus-1.5B-Sorted,36.4,33.62,59.06,25.61,37.88,61.17,1.06,base merges and moerges,LlamaForCausalLM,Original,float16,True,apache-2.0,1.54,0.0,True,508179f70e68b6213c5f2f02ff76cfc2796441b4,False,False
🔶,phanerozoic/Tiny-Cowboy-1.1b-v0.1,36.4,36.18,60.05,24.2,36.15,60.06,1.74,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.1,0.0,True,767476e8853f2a632b60743f54b7baf39661ceaa,False,False
🟢,facebook/xglm-7.5B,36.38,34.13,60.77,27.79,36.66,58.72,0.23,pretrained,XGLMForCausalLM,Original,float16,False,mit,7.5,54.0,True,732d59308a844004bd9a4def972cc7c3896a38e0,False,False
🔶,SanjiWatsuki/WoolyHermes-1.1B,36.37,34.3,59.37,25.59,37.58,59.35,2.05,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,?,1.1,0.0,False,cf2c67039648176ffe45e3ffb9892557a95d3405,False,False
💬,cognitivecomputations/TinyDolphin-2.8-1.1b,36.34,34.3,59.44,25.59,36.51,60.69,1.52,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,32.0,True,fc3e646d484cf1e48d210b69d7f142f104b996da,False,False
🔶,Phind/Phind-CodeLlama-34B-Python-v1,36.33,24.66,29.77,27.95,45.27,68.82,21.53,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,llama2,34.0,249.0,True,3aabef8c9bc1b3ec2fffed053645bc1e2d829b6c,False,False
🤝,Aryanne/sheared-plus-westlake-50_75p,36.31,34.04,58.05,26.24,42.64,56.91,0.0,base merges and moerges,LlamaForCausalLM,Original,bfloat16,True,apache-2.0,2.7,0.0,True,a0b63698693a3f86d6ba817999d51de850a3fd33,False,False
🟢,cerebras/Cerebras-GPT-6.7B,36.27,35.07,59.36,25.93,38.02,58.72,0.53,pretrained,?,Original,float16,False,apache-2.0,6.7,65.0,True,4f56c6e28f9a2a1c470626f1a064238806f19f09,False,False
?,TinyLlama/TinyLlama-1.1B-intermediate-step-1195k-token-2.5T,36.26,33.53,59.38,26.22,36.79,60.22,1.44,,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,46.0,True,03978af6c0997cda809de070e056ee5ddb7e7188,False,False
🤝,ToastyPigeon/SmolPlatypus-1.5B,36.23,33.96,60.05,24.73,36.82,60.85,0.99,base merges and moerges,LlamaForCausalLM,Original,float16,True,apache-2.0,1.54,0.0,True,98d850be9b5536120bb4591381854c1acfa20b12,False,False
💬,cognitivecomputations/TinyDolphin-2.8.1-1.1b,36.21,34.98,60.11,25.31,35.51,60.69,0.68,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,9.0,True,5117b2287bfce3549fc534e16f427cacf521fc7d,False,False
🤝,ToastyPigeon/smolphin-test-stack,36.2,32.68,59.94,25.16,36.64,62.04,0.76,base merges and moerges,LlamaForCausalLM,Original,float16,False,apache-2.0,1.54,0.0,True,0ac7c8b73ca8a9602c777481367fca2c4528c17e,False,False
🟢,EleutherAI/gpt-neo-2.7B,36.2,33.36,56.24,26.45,39.78,60.06,1.29,pretrained,GPTNeoForCausalLM,Original,float16,False,mit,2.72,386.0,True,e24fa291132763e59f4a5422741b424fb5d59056,False,False
🔶,bertin-project/bertin-gpt-j-6B-alpaca,36.19,36.01,54.3,27.66,43.38,55.8,0.0,fine-tuned on domain-specific datasets,GPTJForCausalLM,Original,float16,False,openrail,6.0,7.0,True,636b17d6044189343475d1889f076aba73036905,False,False
🔶,euclaise/falcon_1b_stage3_2,36.19,34.56,58.37,23.87,39.89,60.46,0.0,fine-tuned on domain-specific datasets,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.0,0.0,True,aec2f59879ea6dfa5233611c4cf83cf3cb974d40,False,False
🤝,Aryanne/sheared-plus-westlake-nearest-50_75p,36.18,36.18,57.54,24.2,42.39,56.75,0.0,base merges and moerges,LlamaForCausalLM,Original,bfloat16,True,apache-2.0,2.7,0.0,True,b3322cdef5234ba6a20928d8aaeee7a9e7c79e2c,False,False
🟢,Dampish/StellarX-4B-V0.2,36.15,34.64,56.74,25.55,38.55,61.4,0.0,pretrained,GPTNeoXForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,4.0,2.0,True,605b6812956400dbde24ad7b8649a744a2ddfc8e,False,False
🟢,bigscience/bloom-3b,36.07,35.75,54.37,26.59,40.57,57.62,1.52,pretrained,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,3.0,84.0,True,52bc5b43010b4844513826b8be3f78c7344c37d7,False,False
?,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,36.06,29.61,25.47,25.34,50.25,75.77,9.93,,LlamaForCausalLM,Original,float16,False,other,16.22,290.0,True,d9b00ec47ae3546398432f0693fe2d5d92bf143b,False,False
💬,KnutJaegersberg/Deacon-1_8b,36.03,33.7,52.33,33.97,39.05,57.14,0.0,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,other,1.84,0.0,True,77056bdfc4f05eb933a9e9af3af6fe68f89eb0b7,False,False
💬,Ba2han/TinyOpenHermes-1.1B-4k,35.98,33.62,58.53,26.45,37.33,59.91,0.08,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,1.1,0.0,True,b496ad5f3462828778aa9ec40ec78157f84240e3,False,False
🔶,Azure99/blossom-v2-3b,35.98,35.32,54.1,23.99,43.11,58.8,0.53,fine-tuned on domain-specific datasets,BloomForCausalLM,Original,float16,False,apache-2.0,3.0,0.0,True,1a403344de52ddb7f18548a526a927714adfe4d4,False,False
💬,vihangd/shearedplats-1.3b-v1,35.97,35.41,62.75,24.75,33.93,58.48,0.53,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,llama2,1.3,0.0,True,7ac93152e1807ec1d732500255a747e27922fb1a,False,False
🔶,remyxai/localmentor_25K_3epochs_tinyllama,35.96,34.22,59.01,24.93,36.07,60.46,1.06,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,1.1,0.0,False,670b3f3be7ee5fd09922c033d0fa2d539f98344a,False,False
🔶,princeton-nlp/Sheared-LLaMA-1.3B,35.95,32.85,60.91,25.71,37.14,58.64,0.45,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,1.3,81.0,True,b1c3f74c8495e27b3963d64af0781d4a611794f3,False,False
🔶,KoboldAI/GPT-J-6B-Adventure,35.95,37.12,61.26,25.94,34.56,55.96,0.83,fine-tuned on domain-specific datasets,GPTJForCausalLM,Original,float16,False,,6.0,14.0,False,e2c00dc99f986f2430f5d34c0214969cee786755,False,False
💬,cognitivecomputations/TinyDolphin-2.8.2-1.1b-laser,35.93,33.36,58.53,25.93,36.33,60.14,1.29,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,16.0,True,471c1ff16a8a78afa702a69f16df98dc14464bf6,False,False
🔶,ehartford/CodeLlama-34b-Python-hf,35.92,38.05,34.79,32.96,43.57,66.14,0.0,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,33.48,0.0,False,45f38e53a579a2b39298cc57ab04078722bebec0,False,False
💬,Deathsquad10/TinyMix,35.91,32.0,53.69,24.27,39.42,64.09,1.97,"chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,False,be8089b91dc36c42ffac1101d8a386bf4e5e765d,False,False
🔶,ewqr2130/TinyLamma-SFT,35.88,34.39,59.14,24.26,37.2,58.64,1.67,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,4dbfdc67f096a0a801d95c4f4c74cd6dd0c52e1c,False,False
🤝,ToastyPigeon/smolphin-test1,35.85,32.25,59.73,24.61,35.81,61.72,0.99,base merges and moerges,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,4e83efe15c074ba19df21f64d6aa989b096dab01,False,False
💬,MayaPH/opt-flan-iml-6.7b,35.84,30.12,58.82,25.12,36.74,64.25,0.0,"chat models (RLHF, DPO, IFT, ...)",OPTForCausalLM,Original,float16,False,cc-by-sa-4.0,6.66,1.0,True,cbe8d60db6f3c52e653ca73e23a1c34c08127d02,False,False
🔶,Josephgflowers/Tinyllama-1.3B-Cinder-Reason-Test,35.84,32.51,55.85,26.61,35.59,62.12,2.35,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,1.28,0.0,True,c747bd4aebbcbe59cd5d9bf5a1b4825a74626f43,False,False
🤝,Aryanne/sheared-silicon10p,35.82,36.18,51.12,25.56,44.85,57.22,0.0,base merges and moerges,LlamaForCausalLM,Original,float16,False,cc-by-sa-4.0,2.7,0.0,True,17494d892ed5d6346ebfaf999af697f1310757cc,False,False
💬,RWKV/rwkv-raven-3b,35.81,36.69,59.78,24.87,35.6,57.46,0.45,"chat models (RLHF, DPO, IFT, ...)",RwkvForCausalLM,Original,float16,False,,3.0,6.0,False,1ddeea6a7313c8ba8824645d7aa88d5449458f67,False,False
🔶,VAIBHAV22334455/JARVIS,35.78,32.08,56.86,27.15,37.33,60.14,1.14,fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,2.78,7.0,True,28091aa912d17a231f59a18a286f289928c098fb,False,False
🔶,OEvortex/vortex-3b,35.76,31.91,56.89,27.32,37.39,60.14,0.91,fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,Original,float16,False,other,2.78,4.0,True,033a96fd948b6375247465c72be51a6cb6b46c50,False,False
🟢,bigcode/starcoder,35.73,30.29,47.88,29.47,41.3,56.27,9.17,pretrained,GPTBigCodeForCausalLM,Original,bfloat16,False,bigcode-openrail-m,0.0,2688.0,False,e117ab3b3d0769fd962bd48b099de711757a3d60,False,False
🔶,Ba2han/Tinypus-1.5B,35.73,33.45,57.35,25.53,39.35,57.7,0.99,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,mit,1.45,0.0,True,5bfbd6b5920189dad68217576e0e23be4d2265d4,False,False
🟢,Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,35.71,32.68,59.99,25.69,36.97,58.72,0.23,pretrained,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.3,1.0,True,68e43c006a01764d3ff2bcaeaec5289f2ddad36a,False,False
🔶,42dot/42dot_LLM-PLM-1.3B,35.7,32.42,56.39,27.09,38.68,58.88,0.76,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.44,21.0,True,a72bf57eb02cd4ea4388a344b4a5893aa95698da,False,False
🔶,Josephgflowers/Tinyllama-1.5B-Cinder-Test-2,35.7,35.49,51.89,26.64,40.56,59.59,0.0,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,1.5,0.0,True,4d1ef8b97f5036e29f26937e864bdac686c75c6a,False,False
🤝,ToastyPigeon/SmolLlama-1.5B-Bottomheavy,35.68,34.22,59.54,24.96,35.0,59.75,0.61,base merges and moerges,LlamaForCausalLM,Original,float16,True,apache-2.0,1.54,0.0,True,b383556d08f411258991be602297b00208753c87,False,False
🔶,raincandy-u/Quark-464M-v0.1.alpha,35.68,31.4,47.31,34.55,41.84,55.17,3.79,fine-tuned on domain-specific datasets,Qwen2ForCausalLM,Original,float16,False,other,0.46,3.0,True,9a436c159b6cadc434079a7ab3e636a96a27d66c,False,False
💬,kalisai/Nusantara-2.7b-Indo-Chat,35.68,34.22,56.1,24.83,37.41,58.17,3.34,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,bfloat16,False,apache-2.0,2.65,0.0,True,452bc6935b408166abe65a7966afa03cbd78ce02,False,False
🔶,sartmis1/starcoder-finetune-selfinstruct,35.65,31.23,47.66,29.52,41.63,57.77,6.07,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,0.0,0.0,False,b21bd307ea7417185e7dc59557c399a3e4e0092b,False,False
💬,Qwen/Qwen1.5-0.5B-Chat,35.61,30.55,44.07,33.82,42.95,54.62,7.66,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,float16,False,other,0.62,41.0,True,6c705984bb8b5591dd4e1a9e66e1a127965fd08d,False,True
🔶,Minami-su/Qwen1.5-0.5B-Chat_llamafy,35.61,30.63,44.11,33.82,42.97,54.7,7.43,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,other,0.5,3.0,True,23d87e6b371b3bb929600b690ec4f8160a387eaa,False,False
🟢,freecs/Tiny-Llama-3-7b,35.6,34.64,56.39,24.51,38.03,59.67,0.38,pretrained,LlamaForCausalLM,Original,float16,False,?,6.91,0.0,False,778db38d13be6ed3384fa049114a95d56cf420d3,False,False
🟢,freecs/Llama-3-7b,35.6,34.64,56.39,24.51,38.03,59.67,0.38,pretrained,LlamaForCausalLM,Original,float16,False,?,6.91,0.0,False,778db38d13be6ed3384fa049114a95d56cf420d3,False,False
🔶,zyh3826/20231206094523-pretrain-Llama-2-13b-hf-76000,35.58,31.06,52.03,24.43,44.71,61.25,0.0,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,llama2,13.25,0.0,True,28b3ae089b5610053f2294d24667fe248405f031,False,False
🔶,habanoz/tinyllama-oasst1-top1-instruct-full-lr1-5-v0.1,35.58,32.85,58.16,25.96,38.35,57.7,0.45,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,2.0,True,e55b262cbd0ee52f7a4cbda136dbf1a027987c47,False,False
🔶,Josephgflowers/Cinder-1.3B-Test,35.57,33.19,55.48,26.37,36.62,58.96,2.81,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,mit,1.28,0.0,True,cf20c861e6ed630c5391640a049b9c4f92748a2b,False,False
?,TheBloke/wizard-vicuna-13B-GPTQ,35.56,28.67,25.94,25.84,48.53,74.74,9.63,,LlamaForCausalLM,Original,float16,False,other,16.22,100.0,True,936a51c0219744d7a9598d0c65a7d18e01660601,False,False
🔶,PY007/TinyLlama-1.1B-Chat-v0.3,35.56,35.07,57.7,25.53,36.67,57.7,0.68,fine-tuned on domain-specific datasets,Unknown,Original,float16,False,?,1.03,0.0,False,20dd44d78aa09480bf15ca0ecc0c0780951d49a9,False,False
🟢,bigcode/starcoderbase,35.55,30.29,47.21,32.12,40.02,55.8,7.88,pretrained,GPTBigCodeForCausalLM,Original,bfloat16,False,bigcode-openrail-m,0.0,379.0,False,88ec5781ad071a9d9e925cd28f327dea22eb5188,False,False
🔶,pythainlp/wangchanglm-7.5B-sft-en-sharded,35.55,34.47,59.81,26.37,34.15,58.25,0.23,fine-tuned on domain-specific datasets,XGLMForCausalLM,Original,float16,False,cc-by-sa-4.0,7.5,0.0,True,dd22eaea8be3fcb8c28f61b513a89d1adac00ffd,False,False
💬,M4-ai/tau-0.5B-instruct-DPOP,35.54,28.92,43.63,33.92,42.73,57.06,6.97,"chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,Original,float16,False,other,0.46,1.0,True,30cbeff9365d6141ddebab7562b26e31409c5e51,False,False
🔶,22h/open-cabrita3b,35.54,33.79,55.35,25.16,38.5,59.43,0.99,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,apache-2.0,3.0,20.0,True,fc2a2de94a3b31de54aaace695537c4d1c3e456d,False,False
🔶,Dans-DiscountModels/TinyLlama-1.1B-FFT-Test2,35.53,34.22,57.96,25.54,36.32,58.8,0.38,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,dfedea2fbf66c27c88cd4b2eeb0ff0f5041e3b59,False,False
🔶,dball/zephyr-tiny-sft-qlora-quantized-2,35.53,33.19,58.58,25.21,35.82,58.8,1.59,fine-tuned on domain-specific datasets,?,Adapter,4bit,False,apache-2.0,0.0,0.0,True,effd86f3284e6472f1a865a208ee68900e9f7318,False,False
?,HuggingFaceH4/starchat-alpha,35.49,31.57,49.43,30.76,43.66,55.09,2.43,,GPTBigCodeForCausalLM,Original,float16,False,bigcode-openrail-m,15.52,229.0,True,b693a7a7d52bed1cd7cc0fe00399db838b09c74f,False,False
🔶,Josephgflowers/Tinyllama-1.5B-Cinder-Test-4,35.48,32.42,52.04,26.83,41.92,59.67,0.0,fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,float16,False,mit,1.5,0.0,True,6a54924f25e5ecec64685f76558806af79b53ea7,False,False
